Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
645d40c0557f299efd5ffb52,6402618738abc106f32f8928,APPROVED,2023-05-11T19:23:53.195000Z,2023-05-11T19:49:15.487000Z,2023-05-11T19:49:16.441000,2023-05-11T19:49:16.311607Z,1523,C1ISGV6W,154,English,49,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645d4150c21cef9ac5661c9f,6159d4026fd4e22c9f1179c1,APPROVED,2023-05-11T19:26:23.735000Z,2023-05-11T19:45:33.695000Z,2023-05-12T14:24:33.695000,2023-05-11T19:45:34.700184Z,1150,NOCODE,1025,English,42,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d419950f593796a75fd3c,58211fc787f6b90001f13f90,APPROVED,2023-05-11T19:27:24.538000Z,2023-05-11T19:46:40.759000Z,2023-05-11T19:46:46.529000,2023-05-11T19:46:46.377880Z,1157,C3E2LD8X,4918,English,40,Male,White,United States,United States,United States,English,No,Full-Time
645d4217715396fb64cf1386,54a7516dfdf99b7cd759d22b,APPROVED,2023-05-11T19:29:32.188000Z,2023-05-11T19:58:06.201000Z,2023-05-12T14:24:08.571000,2023-05-11T19:58:06.964365Z,1715,NOCODE,1615,English,48,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d4231097b0d8d8951ca43,5a585be8e0cf3d00012657b8,APPROVED,2023-05-11T19:29:57.940000Z,2023-05-11T19:57:57.035000Z,2023-05-11T19:57:58.494000,2023-05-11T19:57:58.384879Z,1680,C3E2LD8X,1088,English,39,Male,White,United States,United States,United States,English,No,Full-Time
645d426c4ab038b412d9849a,58e76dbe3b2e1800012be43a,APPROVED,2023-05-11T19:30:55.655000Z,2023-05-11T19:48:13.182000Z,2023-05-11T19:48:14.090000,2023-05-11T19:48:13.974384Z,1038,C3E2LD8X,1682,English,43,Female,White,United States,United States,United States,English,No,Full-Time
645d42719e32fc98031b1b10,6076b4987983e978f6a2753f,APPROVED,2023-05-11T19:31:03.634000Z,2023-05-11T19:55:19.331000Z,2023-05-11T19:55:21.323000,2023-05-11T19:55:21.195604Z,1456,C3E2LD8X,785,English,20,Female,Black,United States,United States,United States,English,Yes,Part-Time
645d4292151caa5fd2cf1375,63f2e107c4d0bc684b99d2c6,APPROVED,2023-05-11T19:31:38.483000Z,2023-05-11T19:52:55.700000Z,2023-05-11T19:52:56.664000,2023-05-11T19:52:56.518200Z,1278,C3E2LD8X,327,English,44,Male,Black,United States,United States,United States,English,No,Full-Time
645d4368ce49b2dc08176644,5b72db405f561b0001342eff,APPROVED,2023-05-11T19:39:04.415000Z,2023-05-11T20:15:18.563000Z,2023-05-11T20:15:19.377000,2023-05-11T20:15:19.250511Z,2175,CJ5RNK30,2989,English,44,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d43d91034c932a0c47691,5efe4033859ac314b6d79a50,APPROVED,2023-05-11T19:37:03.529000Z,2023-05-11T20:10:20.726000Z,2023-05-11T20:10:23.354000,2023-05-11T20:10:21.374709Z,1998,CJ5RNK30,2420,"English, French",56,Female,White,France,United States,United States,English,No,Other
645d440bacc1e5a412ea550c,5e74406c8c8f273bafab9895,APPROVED,2023-05-11T19:37:50.305000Z,2023-05-11T20:00:11.202000Z,2023-05-11T20:00:14.715000,2023-05-11T20:00:14.531190Z,1341,C1ISGV6W,42,"English, Chinese",30,Male,Asian,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645d44490043075904ab10d8,62f41a3f40490ce7273873ec,APPROVED,2023-05-11T19:39:01.684000Z,2023-05-11T20:06:40.425000Z,2023-05-12T14:23:25.971000,2023-05-11T20:06:47.019588Z,1659,NOCODE,263,English,20,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
645d4558f9c630c973276c3b,5ddaa1e583e309a04100bd57,APPROVED,2023-05-11T19:43:24.760000Z,2023-05-11T20:28:49.558000Z,2023-05-11T20:28:50.555000,2023-05-11T20:28:50.417489Z,2725,CJ5RNK30,902,English,22,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
645d464849cd97c6746e0523,6272aedf6abac2a395291522,APPROVED,2023-05-11T19:47:23.227000Z,2023-05-11T20:09:01.939000Z,2023-05-11T20:09:02.796000,2023-05-11T20:09:02.690876Z,1299,CJ5RNK30,1343,English,46,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d465c0b3bca69c151ca56,595d516e2da9c90001d7d200,APPROVED,2023-05-11T19:47:48.920000Z,2023-05-11T20:12:13.129000Z,2023-05-12T14:22:53.372000,2023-05-11T20:12:14.475433Z,1465,NOCODE,1685,English,43,Male,White,United States,United States,United States,English,No,Other
645d46744cc07f2d7e689914,5e2f4ab6fb987e078bf5f68e,APPROVED,2023-05-11T19:48:26.949000Z,2023-05-11T20:33:04.901000Z,2023-05-12T14:21:54.515000,2023-05-11T20:33:05.521916Z,2678,NOCODE,1149,English,50,Female,White,United States,United States,United States,English,No,Other
645d4692f052f5b071228e02,5de7d12c26dd95000b6824c5,APPROVED,2023-05-11T19:48:51.396000Z,2023-05-11T20:14:18.328000Z,2023-05-11T20:14:20.453000,2023-05-11T20:14:19.041033Z,1527,CJ5RNK30,997,English,47,Male,White,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
645e42bcfcef9f2b5c4e0c44,5dd39758cf8e7e38d9ce47b5,APPROVED,2023-05-12T13:44:52.524000Z,2023-05-12T14:39:37.244000Z,2023-05-12T14:39:40.631000,2023-05-12T14:39:40.512747Z,3285,C3E2LD8X,554,"English, French",60,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e42d90b9780a051d131b5,5d8aa95dd06260000179442b,APPROVED,2023-05-12T13:45:03.627000Z,2023-05-12T14:12:38.327000Z,2023-05-12T14:12:39.209000,2023-05-12T14:12:39.085840Z,1655,C3E2LD8X,1798,English,73,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e42d9fdfbe715a02579f9,6310a8e72d2a091bb08a0c97,APPROVED,2023-05-12T13:45:25.622000Z,2023-05-12T14:17:28.954000Z,2023-05-12T19:44:31.099000,2023-05-12T14:17:30.185988Z,1924,NOCODE,225,English,31,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
645e441284e91b6a54799783,5dd3eb4bc0823f3d043b96fb,APPROVED,2023-05-12T13:50:19.535000Z,2023-05-12T14:08:08.316000Z,2023-05-12T14:08:09.642000,2023-05-12T14:08:09.524089Z,1069,CJ5RNK30,3411,English,52,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e44fa8d27828971339095,56ad40ce5ea7aa000cbe1947,APPROVED,2023-05-12T13:54:10.039000Z,2023-05-12T14:17:28.592000Z,2023-05-12T14:17:29.419000,2023-05-12T14:17:29.267185Z,1399,C3E2LD8X,1573,English,54,Male,White,United States,United States,United States,English,No,Part-Time
645e472e16a0f9e1ad9cc677,5de301515253b03390043d12,APPROVED,2023-05-12T14:03:52.056000Z,2023-05-12T15:10:48.941000Z,2023-05-12T15:10:49.947000,2023-05-12T15:10:49.815643Z,4017,C3E2LD8X,2040,English,59,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e48146243020473aeee76,5bdc8d12b2fff7000189b6f8,APPROVED,2023-05-12T14:07:21.469000Z,2023-05-12T14:41:20.673000Z,2023-05-12T14:41:23.020000,2023-05-12T14:41:22.899909Z,2040,CJ5RNK30,3047,English,71,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e48d330d12120d4a0ff61,5f8a1fcf2773900d456a3e70,APPROVED,2023-05-12T14:10:43.344000Z,2023-05-12T14:44:09.701000Z,2023-05-12T19:45:30.644000,2023-05-12T14:44:10.494513Z,2007,NOCODE,1193,English,31,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e494ceac97bb524ca6eb6,62e9c91168f8d1ff048964e9,APPROVED,2023-05-12T14:12:35.777000Z,2023-05-12T14:45:17.178000Z,2023-05-12T19:47:01.667000,2023-05-12T14:45:18.214330Z,1962,NOCODE,692,English,62,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e4962eba01bbc5c3c2742,5e544727059e3744ccdd4c3b,APPROVED,2023-05-12T14:13:01.715000Z,2023-05-12T14:35:32.915000Z,2023-05-12T14:35:33.852000,2023-05-12T14:35:33.717581Z,1352,CJ5RNK30,2970,English,32,Female,Black,United States,United States,United States,English,No,Part-Time
645e49b3b9df8de282b32b4a,6428f7ac297e312f7262d93b,APPROVED,2023-05-12T14:14:21.274000Z,2023-05-12T14:38:53.986000Z,2023-05-12T14:38:54.909000,2023-05-12T14:38:54.782844Z,1473,CJ5RNK30,9,English,59,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
645e4a00bb8c5cef06a4d6e0,615859547c3d088e8fa5384f,APPROVED,2023-05-12T14:15:33.572000Z,2023-05-12T14:39:01.943000Z,2023-05-15T16:15:06.168000,2023-05-12T14:39:03.910823Z,1409,NOCODE,788,English,51,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e4a285a4a13614b836d5b,63e4659066d57da391a04e5f,APPROVED,2023-05-12T14:16:15.332000Z,2023-05-12T15:00:09.018000Z,2023-05-12T15:00:10.339000,2023-05-12T15:00:10.181120Z,2634,CJ5RNK30,180,English,58,Female,White,United States,United States,United States,English,No,Full-Time
645e4a5f58f9990392e630ed,637cef64a7b9fcc38ac1425c,APPROVED,2023-05-12T14:17:09.914000Z,2023-05-12T15:13:36.180000Z,2023-05-15T16:28:46.346000,2023-05-12T15:13:37.154380Z,3387,NOCODE,915,English,48,Male,Black,United States,United States,United States,English,Yes,Full-Time
645e4a6fb2971e5b4ab9d8c6,611c31c77df20ecc6881cc44,APPROVED,2023-05-12T14:17:24.479000Z,2023-05-12T14:45:42.782000Z,2023-05-12T14:45:45.407000,2023-05-12T14:45:43.467152Z,1699,C3E2LD8X,2609,English,66,Female,White,United States,United States,United States,English,No,Part-Time
645e4ac942151bfaa35ae633,5e6fd3293c76d25a3ca8b384,APPROVED,2023-05-12T14:19:19.368000Z,2023-05-12T15:05:29.373000Z,2023-05-12T15:05:30.208000,2023-05-12T15:05:30.090845Z,2771,CJ5RNK30,3629,English,53,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e4ae4d30c8e80e613b599,62ff8aa20b2d8c0e359e9799,APPROVED,2023-05-12T14:19:27.814000Z,2023-05-12T14:50:20.324000Z,2023-05-15T16:20:12.044000,2023-05-12T14:50:21.618357Z,1853,NOCODE,1246,"English, Japanese",50,Male,Asian,"Venezuela, Bolivarian Republic of",United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e4aee6a8205cdf6970a70,5cd321750316ed0017c81bcd,APPROVED,2023-05-12T14:19:34.177000Z,2023-05-12T14:47:50.851000Z,2023-05-15T16:19:11.134000,2023-05-12T14:47:52.515862Z,1697,NOCODE,648,English,23,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Part-Time
645e4b2d161dea0a212b52ae,5e7146ee69a3f1061774803b,APPROVED,2023-05-12T14:21:00.283000Z,2023-05-12T14:45:51.803000Z,2023-05-12T14:45:52.918000,2023-05-12T14:45:52.788454Z,1492,C3E2LD8X,2332,English,52,Female,Asian,United States,United States,United States,English,No,Full-Time
645e4b3dc0ab9ab69d817075,5fb9b9c1c62f408e51e09e32,APPROVED,2023-05-12T14:20:53.472000Z,2023-05-12T15:08:28.894000Z,2023-05-15T16:18:45.450000,2023-05-12T15:08:29.757935Z,2856,NOCODE,3773,English,69,Female,White,United States,United States,United States,English,No,Part-Time
645e4b810e4d57b89895b17f,5e2d96d3bc554937d1b3917a,APPROVED,2023-05-12T14:21:56.493000Z,2023-05-12T15:00:14.138000Z,2023-05-15T16:18:21.198000,2023-05-12T15:00:16.058405Z,2298,NOCODE,3548,English,65,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e4c0d814ec1d122d5933c,56802e5fc5767f00121cc6a0,APPROVED,2023-05-12T14:24:57.246000Z,2023-05-12T14:56:48.520000Z,2023-05-12T14:56:50.364000Z,2023-05-12T14:56:50.795189Z,1912,CJ5RNK30,2135,English,65,Male,White,United States,United States,United States,English,No,Part-Time
645e4c2d70a45f09ca1c0d5e,5e13542bc12a3699bbdc8753,APPROVED,2023-05-12T14:24:49.836000Z,2023-05-12T14:45:27.651000Z,2023-05-12T14:45:28.504000,2023-05-12T14:45:28.371054Z,1238,CJ5RNK30,1032,"French, English",64,Female,White,United States,United States,United States,English,No,Part-Time
645e4c32876c590c2b0d60ec,60abdc82ec2d1e548b986424,APPROVED,2023-05-12T14:24:53.633000Z,2023-05-12T14:46:07.313000Z,2023-05-15T16:17:56.640000,2023-05-12T14:46:08.917680Z,1274,NOCODE,2013,English,60,Male,White,United States,United States,United States,English,No,Full-Time
645e4d5b96f491c6a3d59319,6234dbba467fabd56fa59e1a,APPROVED,2023-05-12T14:29:56.644000Z,2023-05-12T14:50:59.099000Z,2023-05-12T14:50:59.914000,2023-05-12T14:50:59.791527Z,1263,CJ5RNK30,827,English,54,Male,White,United States,United States,United States,English,No,Full-Time
645e4dc184ddac3ad58fff00,5c79608452e62f00169b1fe6,APPROVED,2023-05-12T14:31:34.117000Z,2023-05-12T14:51:38.492000Z,2023-05-12T14:51:39.853000,2023-05-12T14:51:39.735947Z,1205,CJ5RNK30,2768,English,50,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
645e4e084b7e616493600b5e,6081ca47eeed1bb51c1d7f7b,APPROVED,2023-05-12T14:32:46.517000Z,2023-05-12T14:56:31.245000Z,2023-05-12T14:56:32.143000,2023-05-12T14:56:32.020794Z,1425,CJ5RNK30,1866,English,63,Male,White,United States,United States,United States,English,No,Part-Time
645e4e165558c3c42d1e7e43,63c0e1b1ee5ca75f61e3b2e1,APPROVED,2023-05-12T14:33:00.082000Z,2023-05-12T14:50:54.772000Z,2023-05-12T14:50:56.368000,2023-05-12T14:50:56.244556Z,1075,CJ5RNK30,607,English,59,Male,White,United States,United States,United States,English,No,Full-Time
645e4e5359721ae9a813b583,637d4793730be3ac44f5a4a5,APPROVED,2023-05-12T14:34:04.129000Z,2023-05-12T14:59:36.598000Z,2023-05-12T14:59:39.621000,2023-05-12T14:59:39.484260Z,1533,CJ5RNK30,386,English,48,Male,White,United States,United States,United States,English,Yes,Full-Time
645e4e694d9c9437b6882ab3,60d7558fd3a01169626ae963,APPROVED,2023-05-12T14:40:14.200000Z,2023-05-12T15:04:11.032000Z,2023-05-12T15:04:12.306000,2023-05-12T15:04:12.172492Z,1437,CJ5RNK30,2491,English,58,Female,White,United States,United States,United States,English,No,Full-Time
645e4ebecdaefaa8e6a4d6fa,5f5eb22e58c9fb7782a6e90c,APPROVED,2023-05-12T14:35:50.878000Z,2023-05-12T15:06:11.553000Z,2023-05-12T15:06:13.416000,2023-05-12T15:06:13.289758Z,1821,C3E2LD8X,1833,English,57,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
645e4ed6c21c7cdabcadbe9b,5ddae85b393bd3a44d7cbaaa,APPROVED,2023-05-12T14:36:20.428000Z,2023-05-12T15:04:12.162000Z,2023-05-15T16:17:14.055000,2023-05-12T15:04:13.954289Z,1672,NOCODE,3314,English,41,Female,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e4f0ea7ffd35b8e9d40c0,62b35a7d9d9cd966ebcf3ef8,APPROVED,2023-05-12T14:37:16.201000Z,2023-05-12T15:05:04.596000Z,2023-05-15T16:16:24.030000,2023-05-12T15:05:06.078096Z,1669,NOCODE,1647,English,61,Female,White,United States Minor Outlying Islands,United States,United States,English,No,Part-Time
645e4f2594349b81f96e59cc,600319e3a3b1a337cab57a3e,APPROVED,2023-05-12T14:37:30.792000Z,2023-05-12T15:08:08.394000Z,2023-05-12T15:08:10.159000,2023-05-12T15:08:10.025747Z,1838,C1ISGV6W,1110,English,64,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
645e4f29c83141d975c27c0e,640cd020656929eeb856a443,APPROVED,2023-05-12T14:38:24.668000Z,2023-05-12T15:50:21.523000Z,2023-05-15T15:50:01.237000,2023-05-12T15:50:34.264090Z,4317,NOCODE,220,English,62,Male,Black,United States,United States,United States,English,Yes,Full-Time
645e4f2bee2a6a2a2cd5930c,5fb16308dc5973607fa3041c,APPROVED,2023-05-12T14:37:43.896000Z,2023-05-12T15:04:39.495000Z,2023-05-12T15:04:41.755000,2023-05-12T15:04:40.276313Z,1616,CJ5RNK30,2967,English,59,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e4fcc9110525c2a1e7e29,614fca8245a450546842e487,APPROVED,2023-05-12T14:40:28.632000Z,2023-05-12T15:19:16.027000Z,2023-05-15T15:47:08.612000,2023-05-12T15:19:16.821289Z,2328,NOCODE,2615,English,62,Female,White,United States,United States,United States,English,No,Part-Time
645e4fe47939ea11b028e65f,55aeaeb3fdf99b5c769f1f7c,APPROVED,2023-05-12T14:40:42.805000Z,2023-05-12T15:05:46.689000Z,2023-05-12T15:05:47.962000,2023-05-12T15:05:47.835334Z,1504,C1ISGV6W,5523,English,60,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e503c5e11e78b56ec05a7,639dc966f953a42bc397c24b,APPROVED,2023-05-12T14:45:02.501000Z,2023-05-12T15:28:21.290000Z,2023-05-15T15:49:24.174000,2023-05-12T15:28:26.068893Z,2599,C5GBC03R,748,English,75,Male,White,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,Part-Time
645e5081df0c2f4d891f60fd,64270a5159f257ca7fb39155,APPROVED,2023-05-12T14:43:19.655000Z,2023-05-12T15:19:49.814000Z,2023-05-15T15:46:32.118000,2023-05-12T15:19:50.849046Z,2191,NOCODE,206,English,62,Male,White,United States,United States,United States,English,No,Full-Time
645e50dbfab53985e0be4ccf,639e0331bc3cc615f5a3dd89,APPROVED,2023-05-12T14:44:53.056000Z,2023-05-12T15:16:43.043000Z,2023-05-12T15:16:49.334000,2023-05-12T15:16:46.068498Z,1910,C3E2LD8X,878,English,56,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
645e50e5a3a4b5cc7102c89f,5a0efb83ab721b0001ef8509,APPROVED,2023-05-12T14:45:05.509000Z,2023-05-12T15:10:06.252000Z,2023-05-12T15:10:07.418000,2023-05-12T15:10:07.298056Z,1501,C1ISGV6W,2823,English,68,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e50fcb57b395426c27be8,55b9a9b0fdf99b6906d2aba4,APPROVED,2023-05-12T14:45:21.154000Z,2023-05-12T15:22:40.405000Z,2023-05-15T15:48:57.870000,2023-05-12T15:22:41.085397Z,2240,NOCODE,6156,English,67,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e51131b9902d23d313e8a,644f255ec4f58fe559261911,APPROVED,2023-05-12T14:45:48.201000Z,2023-05-12T15:15:11.463000Z,2023-05-12T15:15:12.333000,2023-05-12T15:15:12.208161Z,1764,C1ISGV6W,78,English,64,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e5115efae661acf11844a,6134d9cf96a9c6192e24866d,APPROVED,2023-05-12T14:46:34.148000Z,2023-05-12T15:07:50.338000Z,2023-05-12T15:07:51.771000,2023-05-12T15:07:51.643052Z,1277,C3E2LD8X,402,English,62,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e515725e70f1d6527940c,5deb638bff7f7126d6fb5142,APPROVED,2023-05-12T14:47:15.316000Z,2023-05-12T15:16:06.632000Z,2023-05-12T15:16:07.672000,2023-05-12T15:16:07.521255Z,1732,C3E2LD8X,2499,English,48,Male,White,United States,United States,United States,English,No,Full-Time
645e515d3d2fc64775ed0a94,5c239f96da51990001e21d97,APPROVED,2023-05-12T14:47:05.484000Z,2023-05-12T15:21:27.125000Z,2023-05-12T15:21:27.919000,2023-05-12T15:21:27.799292Z,2062,C3E2LD8X,2868,English,76,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e516df3ee7086d8100416,61fa94015719bc09cb834e2e,AWAITING REVIEW,2023-05-12T14:49:15.678000Z,2023-05-12T15:12:34.265000Z,,2023-05-12T15:12:35.401444Z,1399,NOCODE,1837,English,50,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e51946a96ea99f1430ff9,62897d2024f826ea90b7efa1,APPROVED,2023-05-12T14:47:48.156000Z,2023-05-12T15:10:17.574000Z,2023-05-12T15:10:19.032000,2023-05-12T15:10:18.903854Z,1350,CJ5RNK30,2182,English,69,Female,White,United States,United States,United States,English,No,Part-Time
645e51976a066a1336e9e617,64301757c18367c5ec9582fd,APPROVED,2023-05-12T14:47:56.479000Z,2023-05-12T15:15:55.667000Z,2023-05-12T15:15:58.780000,2023-05-12T15:15:57.345487Z,1680,C1ISGV6W,150,English,58,Male,Asian,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e51b845b9c174aa28e650,5c365b5e8821900001b3876c,APPROVED,2023-05-12T14:48:34.495000Z,2023-05-12T15:09:27.647000Z,2023-05-12T15:09:29.180000,2023-05-12T15:09:29.055304Z,1254,C1ISGV6W,4126,English,62,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e51bcd83dc578c58fff10,5bf4afe0b8e9f800014c9c0b,APPROVED,2023-05-12T14:48:46.341000Z,2023-05-12T15:07:52.486000Z,2023-05-12T15:07:53.467000,2023-05-12T15:07:53.341305Z,1147,C1ISGV6W,4043,English,48,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e51c105ed585902006c76,5de5538f8fde1c4dbc951498,APPROVED,2023-05-12T14:49:26.469000Z,2023-05-12T15:20:33.567000Z,2023-05-12T15:20:36.529000,2023-05-12T15:20:36.403735Z,1868,CJ5RNK30,4270,English,62,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e51d62de07998a2b17da4,645b459067ce8797bc7b4513,APPROVED,2023-05-12T14:49:14.603000Z,2023-05-12T16:25:48.668000Z,2023-05-15T15:45:39.923000,2023-05-12T16:25:58.536560Z,5795,NOCODE,7,English,59,Female,Black,Nigeria,United States,United States,English,No,Full-Time
645e520e6b03ba529761f3ef,58a2952076c5b7000166150a,APPROVED,2023-05-12T14:49:57.053000Z,2023-05-12T15:20:42.972000Z,2023-05-12T15:20:43.910000,2023-05-12T15:20:43.762603Z,1846,C1ISGV6W,3085,English,66,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
645e5229e35aad7096313e5e,62f269f2a7751126ffb96a4c,APPROVED,2023-05-12T14:50:21.728000Z,2023-05-12T15:13:48.555000Z,2023-05-12T15:13:52.247000,2023-05-12T15:13:49.283735Z,1407,CJ5RNK30,880,English,60,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
645e526947a0b80d3bda5503,5f3f5ad05ec7d1257993b196,APPROVED,2023-05-12T14:51:21.264000Z,2023-05-12T15:22:47.117000Z,2023-05-12T15:22:48.869000,2023-05-12T15:22:48.736733Z,1886,CJ5RNK30,2449,English,58,Female,Black,United States,United States,United States,English,No,Full-Time
645e52977eeda6906ff78b11,56c8915edfea6c000cb29c98,APPROVED,2023-05-12T14:52:13.052000Z,2023-05-12T15:17:41.159000Z,2023-05-12T15:17:45.328000,2023-05-12T15:17:45.244388Z,1529,CJ5RNK30,4443,English,42,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e52bbe70b6b5c8f698bff,63b4a880e615d21a58306118,APPROVED,2023-05-12T14:52:49.324000Z,2023-05-12T15:26:02.633000Z,2023-05-12T15:26:03.447000,2023-05-12T15:26:03.329848Z,1994,CJ5RNK30,703,English,66,Male,White,United States,United States,United States,English,No,Other
645e52cff8987db85553f3d9,633da98587a07a61250574d4,APPROVED,2023-05-12T14:53:12.180000Z,2023-05-12T15:20:07.760000Z,2023-05-12T15:20:08.668000,2023-05-12T15:20:08.524819Z,1616,C1ISGV6W,1201,English,66,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e52fda071343a96e9e610,636694f5d3b82c1a8279cf72,APPROVED,2023-05-12T14:53:58.406000Z,2023-05-12T15:20:38.150000Z,2023-05-12T15:20:39.388000,2023-05-12T15:20:39.261486Z,1600,CJ5RNK30,681,English,70,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e53017f9472cca6d7d347,5ebe015ae70ab70008895dbd,APPROVED,2023-05-12T14:53:59.169000Z,2023-05-12T15:17:44.673000Z,2023-05-12T15:17:46.369000,2023-05-12T15:17:46.222198Z,1426,CJ5RNK30,3329,English,60,Male,Black,Trinidad and Tobago,United States,United States,English,No,Full-Time
645e530e4993625e85d78506,5e2b74daae56b71b9d24d89b,APPROVED,2023-05-12T14:54:06.595000Z,2023-05-12T15:48:19.607000Z,2023-05-12T15:48:23.966000,2023-05-12T15:48:23.834780Z,3254,CJ5RNK30,4776,English,67,Female,White,Japan,United States,United States,English,DATA_EXPIRED,Part-Time
645e534d5cfa7ce57671be0c,5d6d26703fb106001bed4b6c,APPROVED,2023-05-12T14:55:13.922000Z,2023-05-12T15:26:18.960000Z,2023-05-12T15:26:20.668000,2023-05-12T15:26:20.552478Z,1866,C1ISGV6W,2998,English,61,Female,White,United States,United States,United States,English,No,Full-Time
645e536ddd0ebe79efb16a39,5e16c978783225c8108ef055,APPROVED,2023-05-12T14:59:58.493000Z,2023-05-12T15:24:28.625000Z,2023-05-12T15:24:29.627000,2023-05-12T15:24:29.504692Z,1471,C3E2LD8X,2959,English,61,Male,White,United States,United States,United States,English,No,Full-Time
645e53947e9c4775f7d7b903,6389301d2575b8e4c1e7cc5c,APPROVED,2023-05-12T14:56:20.726000Z,2023-05-12T15:29:53.077000Z,2023-05-12T15:29:53.962000Z,2023-05-12T15:29:55.993404Z,2013,C1ISGV6W,820,English,63,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e53a81b1fdef4e6006c7c,5ec5a705a9b68d5f1f482ce5,APPROVED,2023-05-12T15:00:11.095000Z,2023-05-12T15:19:16.674000Z,2023-05-12T15:19:18.264000,2023-05-12T15:19:18.095596Z,1146,CJ5RNK30,1146,English,43,Female,Asian,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645e53f28bdaa62494ef9871,5c78e07f9eabe400126d40be,APPROVED,2023-05-12T14:57:58.635000Z,2023-05-12T15:56:26.098000Z,2023-05-15T15:48:21.492000,2023-05-12T15:56:26.847046Z,3508,NOCODE,1060,English,62,Male,White,United Kingdom,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e53feae055e89f92b52eb,63cbfaf6ab54f6b8d8a054d7,APPROVED,2023-05-12T14:58:13.386000Z,2023-05-12T15:22:56.249000Z,2023-05-15T15:47:42.948000,2023-05-12T15:22:57.742242Z,1483,NOCODE,568,English,58,Female,White,United States,United States,United States,English,No,Other
